,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,legendary_sum
237,"['Oblivious', 'Forewarn', 'Hydration']",2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,30,6400,71,305,45,Kiss PokÃ©mon,15,1000000,0.4,45,Muchulãƒ ãƒãƒ¥ãƒ¼ãƒ«,Smoochum,0.0,238,85,65,65,ice,psychic,6.0,2,0,0.28258327686638596
238,"['Static', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,63,6400,71,360,45,Electric PokÃ©mon,37,1000000,0.6,45,Elekidã‚¨ãƒ¬ã‚­ãƒƒãƒ‰,Elekid,75.4,239,65,55,95,electric,,23.5,2,0,0.28258327686638596
239,"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,75,6400,71,365,45,Live Coal PokÃ©mon,37,1000000,0.7,45,Bubyãƒ–ãƒ“ã‚£,Magby,75.4,240,70,55,83,fire,,21.4,2,0,0.28258327686638596
240,"['Thick Fat', 'Scrappy', 'Sap Sipper']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,71,490,45,Milk Cow PokÃ©mon,105,1250000,1.2,95,MiltankãƒŸãƒ«ã‚¿ãƒ³ã‚¯,Miltank,0.0,241,40,70,100,normal,,75.5,2,0,0.28258327686638596
241,"['Natural Cure', 'Serene Grace', 'Healer']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10240,141,540,30,Happiness PokÃ©mon,10,800000,1.5,255,Happinasãƒãƒ”ãƒŠã‚¹,Blissey,0.0,242,75,135,55,normal,,46.8,2,0,0.28258327686638596
242,"['Pressure', 'Inner Focus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,20480,36,580,3,Thunder PokÃ©mon,75,1250000,1.9,90,Raikouãƒ©ã‚¤ã‚³ã‚¦,Raikou,,243,115,100,115,electric,,178.0,2,1,0.28258327686638596
243,"['Pressure', 'Inner Focus']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,115,20480,36,580,3,Volcano PokÃ©mon,85,1250000,2.1,115,Enteiã‚¨ãƒ³ãƒ†ã‚¤,Entei,,244,90,75,100,fire,,198.0,2,1,0.28258327686638596
244,"['Pressure', 'Inner Focus']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,20480,36,580,3,Aurora PokÃ©mon,115,1250000,2.0,100,Suicuneã‚¹ã‚¤ã‚¯ãƒ³,Suicune,,245,90,115,85,water,,187.0,2,1,0.28258327686638596
245,"['Guts', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,64,10240,36,300,45,Rock Skin PokÃ©mon,50,1250000,0.6,50,Yogirasãƒ¨ãƒ¼ã‚®ãƒ©ã‚¹,Larvitar,50.0,246,45,50,41,rock,ground,72.0,2,0,0.28258327686638596
246,['Shed Skin'],1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,84,10240,36,410,45,Hard Shell PokÃ©mon,70,1250000,1.2,70,Sanagirasã‚µãƒŠã‚®ãƒ©ã‚¹,Pupitar,50.0,247,65,70,51,rock,ground,152.0,2,0,0.28258327686638596
247,"['Sand Stream', 'Unnerve']",2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0,164,10240,36,700,45,Armor PokÃ©mon,150,1250000,2.0,100,Bangirasãƒãƒ³ã‚®ãƒ©ã‚¹,Tyranitar,50.0,248,95,120,71,rock,dark,202.0,2,0,0.28258327686638596
248,"['Pressure', 'Multiscale']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,90,30720,1,680,3,Diving PokÃ©mon,130,1250000,5.2,106,Lugiaãƒ«ã‚®ã‚¢,Lugia,,249,90,154,110,psychic,flying,216.0,2,1,0.28258327686638596
249,"['Pressure', 'Regenerator']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,130,30720,1,680,3,Rainbow PokÃ©mon,90,1250000,3.8,106,Hououãƒ›ã‚¦ã‚ªã‚¦,Ho-Oh,,250,110,154,90,fire,flying,199.0,2,1,0.28258327686638596
250,['Natural Cure'],4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,100,30720,101,600,45,Time Travel PokÃ©mon,100,1059860,0.6,100,Celebiã‚»ãƒ¬ãƒ“ã‚£,Celebi,,251,100,100,100,psychic,grass,5.0,2,1,0.28258327686638596
251,"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,45,5120,71,310,45,Wood Gecko PokÃ©mon,35,1059860,0.5,40,Kimoriã‚­ãƒ¢ãƒª,Treecko,88.1,252,65,55,70,grass,,5.0,3,0,0.28258327686638596
252,"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,65,5120,71,405,45,Wood Gecko PokÃ©mon,45,1059860,0.9,50,Juptileã‚¸ãƒ¥ãƒ—ãƒˆãƒ«,Grovyle,88.1,253,85,65,95,grass,,21.6,3,0,0.28258327686638596
253,"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,110,5120,71,630,45,Forest PokÃ©mon,75,1059860,1.7,70,Jukainã‚¸ãƒ¥ã‚«ã‚¤ãƒ³,Sceptile,88.1,254,145,85,145,grass,,52.2,3,0,0.28258327686638596
254,"['Blaze', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,60,5120,71,310,45,Chick PokÃ©mon,40,1059860,0.4,45,Achamoã‚¢ãƒãƒ£ãƒ¢,Torchic,88.1,255,70,50,45,fire,,2.5,3,0,0.28258327686638596
255,"['Blaze', 'Speed Boost']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,85,5120,71,405,45,Young Fowl PokÃ©mon,60,1059860,0.9,60,Wakasyamoãƒ¯ã‚«ã‚·ãƒ£ãƒ¢,Combusken,88.1,256,85,60,55,fire,fighting,19.5,3,0,0.28258327686638596
256,"['Blaze', 'Speed Boost']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,160,5120,71,630,45,Blaze PokÃ©mon,80,1059860,1.9,80,Bursyamoãƒã‚·ãƒ£ãƒ¼ãƒ¢,Blaziken,88.1,257,130,80,100,fire,fighting,52.0,3,0,0.28258327686638596
257,"['Torrent', 'Damp']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70,5120,71,310,45,Mud Fish PokÃ©mon,50,1059860,0.4,50,MizugorouãƒŸã‚ºã‚´ãƒ­ã‚¦,Mudkip,88.1,258,50,50,40,water,,7.6,3,0,0.28258327686638596
258,"['Torrent', 'Damp']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,85,5120,71,405,45,Mud Fish PokÃ©mon,70,1059860,0.7,70,NumacrawãƒŒãƒžã‚¯ãƒ­ãƒ¼,Marshtomp,88.1,259,60,70,50,water,ground,28.0,3,0,0.28258327686638596
259,"['Torrent', 'Damp']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,150,5120,71,635,45,Mud Fish PokÃ©mon,110,1059860,1.5,100,Laglargeãƒ©ã‚°ãƒ©ãƒ¼ã‚¸,Swampert,88.1,260,95,110,70,water,ground,81.9,3,0,0.28258327686638596
260,"['Run Away', 'Quick Feet', 'Rattled']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,55,3840,71,220,255,Bite PokÃ©mon,35,1000000,0.5,35,Pochienaãƒãƒã‚¨ãƒŠ,Poochyena,50.0,261,30,30,35,dark,,13.6,3,0,0.28258327686638596
261,"['Intimidate', 'Quick Feet', 'Moxie']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90,3840,71,420,127,Bite PokÃ©mon,70,1000000,1.0,70,Graenaã‚°ãƒ©ã‚¨ãƒŠ,Mightyena,50.0,262,60,60,70,dark,,37.0,3,0,0.28258327686638596
262,"['Pickup', 'Gluttony', 'Quick Feet']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30,3840,71,240,255,Tiny Racoon PokÃ©mon,41,1000000,0.4,38,Jiguzagumaã‚¸ã‚°ã‚¶ã‚°ãƒž,Zigzagoon,50.0,263,30,41,60,normal,,17.5,3,0,0.28258327686638596
263,"['Pickup', 'Gluttony', 'Quick Feet']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,3840,71,420,90,Rush PokÃ©mon,61,1000000,0.5,78,Massugumaãƒžãƒƒã‚¹ã‚°ãƒž,Linoone,50.0,264,50,61,100,normal,,32.5,3,0,0.28258327686638596
264,"['Shield Dust', 'Run Away']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,45,3840,71,195,255,Worm PokÃ©mon,35,1000000,0.3,45,Kemussoã‚±ãƒ ãƒƒã‚½,Wurmple,50.0,265,20,30,20,bug,,3.6,3,0,0.28258327686638596
265,['Shed Skin'],1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,3840,71,205,120,Cocoon PokÃ©mon,55,1000000,0.6,50,Karasalisã‚«ãƒ©ã‚µãƒªã‚¹,Silcoon,50.0,266,25,25,15,bug,,10.0,3,0,0.28258327686638596
266,"['Swarm', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,70,3840,71,395,45,Butterfly PokÃ©mon,50,1000000,1.0,60,Agehuntã‚¢ã‚²ãƒãƒ³ãƒˆ,Beautifly,50.0,267,100,50,65,bug,flying,28.4,3,0,0.28258327686638596
267,['Shed Skin'],1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,3840,71,205,120,Cocoon PokÃ©mon,55,1000000,0.7,50,Mayuldãƒžãƒ¦ãƒ«ãƒ‰,Cascoon,50.0,268,25,25,15,bug,,11.5,3,0,0.28258327686638596
268,"['Shield Dust', 'Compoundeyes']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50,3840,71,385,45,Poison Moth PokÃ©mon,70,1000000,1.2,60,Dokucaleãƒ‰ã‚¯ã‚±ã‚¤ãƒ«,Dustox,50.0,269,50,90,65,bug,poison,31.6,3,0,0.28258327686638596
269,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,30,3840,71,220,255,Water Weed PokÃ©mon,30,1059860,0.5,40,Hassbohãƒã‚¹ãƒœãƒ¼,Lotad,50.0,270,40,50,30,water,grass,2.6,3,0,0.28258327686638596
270,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,50,3840,71,340,120,Jolly PokÃ©mon,50,1059860,1.2,60,Hasubreroãƒã‚¹ãƒ–ãƒ¬ãƒ­,Lombre,50.0,271,60,70,50,water,grass,32.5,3,0,0.28258327686638596
271,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,70,3840,71,480,45,Carefree PokÃ©mon,70,1059860,1.5,80,Runpappaãƒ«ãƒ³ãƒ‘ãƒƒãƒ‘,Ludicolo,50.0,272,90,100,70,water,grass,55.0,3,0,0.28258327686638596
272,"['Chlorophyll', 'Early Bird', 'Pickpocket']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,3840,71,220,255,Acorn PokÃ©mon,50,1059860,0.5,40,Tanebohã‚¿ãƒãƒœãƒ¼,Seedot,50.0,273,30,30,30,grass,,4.0,3,0,0.28258327686638596
273,"['Chlorophyll', 'Early Bird', 'Pickpocket']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,70,3840,71,340,120,Wily PokÃ©mon,40,1059860,1.0,70,Konohanaã‚³ãƒŽãƒãƒŠ,Nuzleaf,50.0,274,60,40,60,grass,dark,28.0,3,0,0.28258327686638596
274,"['Chlorophyll', 'Early Bird', 'Pickpocket']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,100,3840,71,480,45,Wickid PokÃ©mon,60,1059860,1.3,90,Dirtengãƒ€ãƒ¼ãƒ†ãƒ³ã‚°,Shiftry,50.0,275,90,60,80,grass,dark,59.6,3,0,0.28258327686638596
275,"['Guts', 'Scrappy']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,3840,71,270,200,TinySwallow PokÃ©mon,30,1059860,0.3,40,Subameã‚¹ãƒãƒ¡,Taillow,50.0,276,30,30,85,normal,flying,2.3,3,0,0.28258327686638596
276,"['Guts', 'Scrappy']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85,3840,71,455,45,Swallow PokÃ©mon,60,1059860,0.7,60,Ohsubameã‚ªã‚ªã‚¹ãƒãƒ¡,Swellow,50.0,277,75,50,125,normal,flying,19.8,3,0,0.28258327686638596
277,"['Keen Eye', 'Hydration', 'Rain Dish']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,30,5120,71,270,190,Seagull PokÃ©mon,30,1000000,0.6,40,Camomeã‚­ãƒ£ãƒ¢ãƒ¡,Wingull,50.0,278,55,30,85,water,flying,9.5,3,0,0.28258327686638596
278,"['Keen Eye', 'Drizzle', 'Rain Dish']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,50,5120,71,440,45,Water Bird PokÃ©mon,100,1000000,1.2,60,Pelipperãƒšãƒªãƒƒãƒ‘ãƒ¼,Pelipper,50.0,279,95,70,65,water,flying,28.0,3,0,0.28258327686638596
279,"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25,5120,36,198,235,Feeling PokÃ©mon,25,1250000,0.4,28,Raltsãƒ©ãƒ«ãƒˆã‚¹,Ralts,50.0,280,45,35,40,psychic,fairy,6.6,3,0,0.28258327686638596
280,"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,35,5120,36,278,120,Emotion PokÃ©mon,35,1250000,0.8,38,Kirliaã‚­ãƒ«ãƒªã‚¢,Kirlia,50.0,281,65,55,50,psychic,fairy,20.2,3,0,0.28258327686638596
281,"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,85,5120,36,618,45,Embrace PokÃ©mon,65,1250000,1.6,68,Sirnightã‚µãƒ¼ãƒŠã‚¤ãƒˆ,Gardevoir,50.0,282,165,135,100,psychic,fairy,48.4,3,0,0.28258327686638596
282,"['Swift Swim', 'Rain Dish']",1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,30,3840,71,269,200,Pond Skater PokÃ©mon,32,1000000,0.5,40,Ametamaã‚¢ãƒ¡ã‚¿ãƒž,Surskit,50.0,283,50,52,65,bug,water,1.7,3,0,0.28258327686638596
283,"['Intimidate', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,60,3840,71,454,75,Eyeball PokÃ©mon,62,1000000,0.8,70,Amemothã‚¢ãƒ¡ãƒ¢ãƒ¼ã‚¹,Masquerain,50.0,284,100,82,80,bug,flying,3.6,3,0,0.28258327686638596
284,"['Effect Spore', 'Poison Heal', 'Quick Feet']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,3840,71,295,255,Mushroom PokÃ©mon,60,1640000,0.4,60,Kinococoã‚­ãƒŽã‚³ã‚³,Shroomish,50.0,285,40,60,35,grass,,4.5,3,0,0.28258327686638596
285,"['Effect Spore', 'Poison Heal', 'Technician']",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,130,3840,71,460,90,Mushroom PokÃ©mon,80,1640000,1.2,60,Kinogassaã‚­ãƒŽã‚¬ãƒƒã‚µ,Breloom,50.0,286,60,60,70,grass,fighting,39.2,3,0,0.28258327686638596
286,['Truant'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,3840,71,280,255,Slacker PokÃ©mon,60,1250000,0.8,60,NamakeroãƒŠãƒžã‚±ãƒ­,Slakoth,50.0,287,35,35,30,normal,,24.0,3,0,0.28258327686638596
287,['Vital Spirit'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,3840,71,440,120,Wild Monkey PokÃ©mon,80,1250000,1.4,80,Yarukimonoãƒ¤ãƒ«ã‚­ãƒ¢ãƒŽ,Vigoroth,50.0,288,55,55,90,normal,,46.5,3,0,0.28258327686638596
288,['Truant'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160,3840,71,670,45,Lazy PokÃ©mon,100,1250000,2.0,150,Kekkingã‚±ãƒƒã‚­ãƒ³ã‚°,Slaking,50.0,289,95,65,100,normal,,130.5,3,0,0.28258327686638596
289,"['Compoundeyes', 'Run Away']",1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0,45,3840,71,266,255,Trainee PokÃ©mon,90,600000,0.5,31,Tutininãƒ„ãƒãƒ‹ãƒ³,Nincada,50.0,290,30,30,40,bug,ground,5.5,3,0,0.28258327686638596
290,"['Speed Boost', 'Infiltrator']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,90,3840,71,456,120,Ninja PokÃ©mon,45,600000,0.8,61,Tekkaninãƒ†ãƒƒã‚«ãƒ‹ãƒ³,Ninjask,50.0,291,50,50,160,bug,flying,12.0,3,0,0.28258327686638596
291,['Wonder Guard'],0.5,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,90,3840,71,236,45,Shed PokÃ©mon,45,600000,0.8,1,NukeninãƒŒã‚±ãƒ‹ãƒ³,Shedinja,,292,30,30,40,bug,ghost,1.2,3,0,0.28258327686638596
292,"['Soundproof', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51,5120,71,240,190,Whisper PokÃ©mon,23,1059860,0.6,64,Gonyonyoã‚´ãƒ‹ãƒ§ãƒ‹ãƒ§,Whismur,50.0,293,51,23,28,normal,,16.3,3,0,0.28258327686638596
293,"['Soundproof', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71,5120,71,360,120,Big Voice PokÃ©mon,43,1059860,1.0,84,Dogohmbãƒ‰ã‚´ãƒ¼ãƒ ,Loudred,50.0,294,71,43,48,normal,,40.5,3,0,0.28258327686638596
294,"['Soundproof', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91,5120,71,490,45,Loud Noise PokÃ©mon,63,1059860,1.5,104,Bakuongãƒã‚¯ã‚ªãƒ³ã‚°,Exploud,50.0,295,91,73,68,normal,,84.0,3,0,0.28258327686638596
295,"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,60,5120,71,237,180,Guts PokÃ©mon,30,1640000,1.0,72,Makunoshitaãƒžã‚¯ãƒŽã‚·ã‚¿,Makuhita,75.4,296,20,30,25,fighting,,86.4,3,0,0.28258327686638596
296,"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120,5120,71,474,200,Arm Thrust PokÃ©mon,60,1640000,2.3,144,Hariteyamaãƒãƒªãƒ†ãƒ¤ãƒž,Hariyama,75.4,297,40,60,50,fighting,,253.8,3,0,0.28258327686638596
297,"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,20,2560,71,190,150,Polka Dot PokÃ©mon,40,800000,0.2,50,Ruririãƒ«ãƒªãƒª,Azurill,24.6,298,20,40,20,normal,fairy,2.0,3,0,0.28258327686638596
298,"['Sturdy', 'Magnet Pull', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,45,5120,71,375,255,Compass PokÃ©mon,135,1000000,1.0,30,NosepassãƒŽã‚ºãƒ‘ã‚¹,Nosepass,50.0,299,45,90,30,rock,,97.0,3,0,0.28258327686638596
299,"['Cute Charm', 'Normalize', 'Wonder Skin ']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,3840,71,260,255,Kitten PokÃ©mon,45,800000,0.6,50,Enecoã‚¨ãƒã‚³,Skitty,24.6,300,35,35,50,normal,,11.0,3,0,0.28258327686638596
300,"['Cute Charm', 'Normalize', 'Wonder Skin ']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65,3840,71,400,60,Prim PokÃ©mon,65,800000,1.1,70,Enekororoã‚¨ãƒã‚³ãƒ­ãƒ­,Delcatty,24.6,301,55,55,90,normal,,32.6,3,0,0.28258327686638596
301,"['Keen Eye', 'Stall', 'Prankster']",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,85,6400,36,480,45,Darkness PokÃ©mon,125,1059860,0.5,50,Yamiramiãƒ¤ãƒŸãƒ©ãƒŸ,Sableye,50.0,302,85,115,20,dark,ghost,11.0,3,0,0.28258327686638596
302,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,105,5120,71,480,45,Deceiver PokÃ©mon,125,800000,0.6,50,Kucheatã‚¯ãƒãƒ¼ãƒˆ,Mawile,50.0,303,55,95,50,steel,fairy,11.5,3,0,0.28258327686638596
303,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,70,8960,36,330,180,Iron Armor PokÃ©mon,100,1250000,0.4,50,Cokodoraã‚³ã‚³ãƒ‰ãƒ©,Aron,50.0,304,40,40,30,steel,rock,60.0,3,0,0.28258327686638596
304,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,90,8960,36,430,90,Iron Armor PokÃ©mon,140,1250000,0.9,60,Kodoraã‚³ãƒ‰ãƒ©,Lairon,50.0,305,50,50,40,steel,rock,120.0,3,0,0.28258327686638596
305,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,140,8960,36,630,45,Iron Armor PokÃ©mon,230,1250000,2.1,70,Bossgodoraãƒœã‚¹ã‚´ãƒ‰ãƒ©,Aggron,50.0,306,60,80,50,steel,rock,360.0,3,0,0.28258327686638596
